0.000000000000000000e+00 1.157246678702032088e-03 7.614683145859371151e-03 6.712030736471786239e-03 8.332176086654631553e-03 2.707957228162755081e-02 7.600796185714947528e-02 2.248993195389529243e-01 6.481970096745822696e-01
0.000000000000000000e+00 3.241140881590319619e-04 2.160760587726880035e-03 3.097090175741860994e-03 4.681647940074906526e-03 8.715067703831748044e-03 8.720469605301066351e-02 2.849142898300201510e-01 6.089023336214347548e-01
0.000000000000000000e+00 0.000000000000000000e+00 1.149545407043578178e-04 1.463057790782736035e-04 1.881074302434946059e-04 1.149545407043578178e-04 1.672066046608841183e-04 1.567561918695788473e-04 9.991117149127390906e-01
0.000000000000000000e+00 6.191131336649381006e-03 1.470129114191978115e-01 1.732260027516139278e-01 2.259696793311461449e-01 2.657424066038734378e-01 1.718171235051328127e-01 9.352841570536564800e-03 6.879034818499311747e-04
9.607851222629994453e-04 1.004907014143746613e-02 5.416271493959012168e-02 6.786524267040534852e-02 1.005525545338336602e-01 1.623933033689332339e-01 2.301059750113397251e-01 2.945115665333388200e-01 7.939878767885860666e-02
6.111894687353079496e-03 2.961918194640338411e-02 5.641748942172073594e-02 1.386929948283968095e-01 2.007522331922896031e-01 1.589092618711800686e-01 2.275505406676069653e-01 1.631405735778091171e-01 1.880582980724024300e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.215925168998585187e-01 8.784074831001414951e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 5.586331328797631279e-01 4.413668671202369276e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.036044880785413763e-01 8.963955119214586098e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.006163269936098670e-01 8.993836730063901053e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 4.396664918105428477e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.603335081894571523e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 5.062260120790267048e-02 4.784552121441871253e-01 4.348693214948518709e-02 4.274352544984250102e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.519115792596988035e-01 4.480884207403011410e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 1.023284989922809279e-01 8.976715010077190859e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.618743145302624198e-01 1.381256854697375802e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
